source_html,source_relative_path,source_url,page_type,시도,시군구,읍면동,리,지역표시명,학교명,학교급,title,h1,canonical,description,slug,confidence,is_valid,validation_note,대상
C:\Users\user\Documents\GitHub\studynavi\인천과외\index.html,인천과외/index.html,https://studynavi.co.kr/인천과외/,region,인천광역시,,,,인천광역시,,,인천과외,인천과외,https://studynavi.co.kr/인천과외/,"인천과외 안내 페이지입니다. 지역 학습환경, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",인천과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\전남과외\index.html,전남과외/index.html,https://studynavi.co.kr/전남과외/,region,전라남도,,,,전라남도,,,전남과외,전남과외,https://studynavi.co.kr/전남과외/,"전남과외 안내 페이지입니다. 지역 학습환경, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",전남과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\전북과외\index.html,전북과외/index.html,https://studynavi.co.kr/전북과외/,region,전북특별자치도,,,,전북특별자치도,,,전북과외,전북과외,https://studynavi.co.kr/전북과외/,"전북과외 안내 페이지입니다. 지역 학습환경, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",전북과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\제주과외\index.html,제주과외/index.html,https://studynavi.co.kr/제주과외/,region,제주특별자치도,,,,제주특별자치도,,,제주과외,제주과외,https://studynavi.co.kr/제주과외/,"제주과외 안내 페이지입니다. 지역 학습환경, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",제주과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\충남과외\index.html,충남과외/index.html,https://studynavi.co.kr/충남과외/,region,충청남도,,,,충청남도,,,충남과외,충남과외,https://studynavi.co.kr/충남과외/,"충남과외 안내 페이지입니다. 지역 학습환경, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",충남과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\충북과외\index.html,충북과외/index.html,https://studynavi.co.kr/충북과외/,region,충청북도,,,,충청북도,,,충북과외,충북과외,https://studynavi.co.kr/충북과외/,"충북과외 안내 페이지입니다. 지역 학습환경, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",충북과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\강원과외\강릉시과외\index.html,강원과외/강릉시과외/index.html,https://studynavi.co.kr/강원과외/강릉시과외/,region,강원특별자치도,강릉시,,,강릉시,,,강릉시과외,강릉시과외,https://studynavi.co.kr/강원과외/강릉시과외/,"강릉시과외 안내 페이지입니다. 지역 학습환경, 공부 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",강릉시과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\경기과외\경기고등과외\index.html,경기과외/경기고등과외/index.html,https://studynavi.co.kr/경기과외/경기고등과외/,region,경기도,경기고등,,,경기고등,,,경기고등과외,경기고등과외,https://studynavi.co.kr/경기과외/경기고등과외/,"경기고등과외 안내 페이지입니다. 지역 학습환경, 실제 학습 사례, 학습 체크리스트, FAQ를 확인하세요.",경기고등과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\경남과외\거제시과외\index.html,경남과외/거제시과외/index.html,https://studynavi.co.kr/경남과외/거제시과외/,region,경상남도,거제시,,,거제시,,,거제시과외,거제시과외,https://studynavi.co.kr/경남과외/거제시과외/,"거제시과외 안내 페이지입니다. 지역 학습환경, 공부 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",거제시과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\경북과외\경북고등과외\index.html,경북과외/경북고등과외/index.html,https://studynavi.co.kr/경북과외/경북고등과외/,region,경상북도,경북고등,,,경북고등,,,경북고등과외,경북고등과외,https://studynavi.co.kr/경북과외/경북고등과외/,"경북고등과외 안내 페이지입니다. 지역 학습환경, 실제 학습 사례, 학습 체크리스트, FAQ를 확인하세요.",경북고등과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\광주과외\광산구과외\index.html,광주과외/광산구과외/index.html,https://studynavi.co.kr/광주과외/광산구과외/,region,광주광역시,광산구,,,광산구,,,광산구과외,광산구과외,https://studynavi.co.kr/광주과외/광산구과외/,"광산구과외 안내 페이지입니다. 지역 학습환경, 공부 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",광산구과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\대구과외\남구과외\index.html,대구과외/남구과외/index.html,https://studynavi.co.kr/대구과외/남구과외/,region,대구광역시,남구,,,남구,,,남구과외,남구과외,https://studynavi.co.kr/대구과외/남구과외/,"남구과외 안내 페이지입니다. 지역 학습환경, 공부 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",남구과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\대전과외\대덕구과외\index.html,대전과외/대덕구과외/index.html,https://studynavi.co.kr/대전과외/대덕구과외/,region,대전광역시,대덕구,,,대덕구,,,대덕구과외,대덕구과외,https://studynavi.co.kr/대전과외/대덕구과외/,"대덕구과외 안내 페이지입니다. 지역 학습환경, 공부 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",대덕구과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\부산과외\강서구과외\index.html,부산과외/강서구과외/index.html,https://studynavi.co.kr/부산과외/강서구과외/,region,부산광역시,강서구,,,강서구,,,강서구과외,강서구과외,https://studynavi.co.kr/부산과외/강서구과외/,"강서구과외 안내 페이지입니다. 지역 학습환경, 공부 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",강서구과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\index.html,서울과외/강남구과외/index.html,https://studynavi.co.kr/서울과외/강남구과외/,region,서울특별시,강남구,,,강남구,,,강남구과외,강남구과외,https://studynavi.co.kr/서울과외/강남구과외/,"강남구과외 안내 페이지입니다. 지역 학습환경, 공부 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",강남구과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\세종과외\세종고등과외\index.html,세종과외/세종고등과외/index.html,https://studynavi.co.kr/세종과외/세종고등과외/,region,세종특별자치시,세종고등,,,세종고등,,,세종고등과외,세종고등과외,https://studynavi.co.kr/세종과외/세종고등과외/,"세종고등과외 안내 페이지입니다. 지역 학습환경, 실제 학습 사례, 학습 체크리스트, FAQ를 확인하세요.",세종고등과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\울산과외\남구과외\index.html,울산과외/남구과외/index.html,https://studynavi.co.kr/울산과외/남구과외/,region,울산광역시,남구,,,남구,,,남구과외,남구과외,https://studynavi.co.kr/울산과외/남구과외/,"남구과외 안내 페이지입니다. 지역 학습환경, 공부 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",남구과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\인천과외\강화군과외\index.html,인천과외/강화군과외/index.html,https://studynavi.co.kr/인천과외/강화군과외/,region,인천광역시,강화군,,,강화군,,,강화군과외,강화군과외,https://studynavi.co.kr/인천과외/강화군과외/,"강화군과외 안내 페이지입니다. 지역 학습환경, 공부 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",강화군과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\전남과외\강진군과외\index.html,전남과외/강진군과외/index.html,https://studynavi.co.kr/전남과외/강진군과외/,region,전라남도,강진군,,,강진군,,,강진군과외,강진군과외,https://studynavi.co.kr/전남과외/강진군과외/,"강진군과외 안내 페이지입니다. 지역 학습환경, 공부 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",강진군과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\전북과외\고창군과외\index.html,전북과외/고창군과외/index.html,https://studynavi.co.kr/전북과외/고창군과외/,region,전북특별자치도,고창군,,,고창군,,,고창군과외,고창군과외,https://studynavi.co.kr/전북과외/고창군과외/,"고창군과외 안내 페이지입니다. 지역 학습환경, 공부 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",고창군과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\제주과외\서귀포시과외\index.html,제주과외/서귀포시과외/index.html,https://studynavi.co.kr/제주과외/서귀포시과외/,region,제주특별자치도,서귀포시,,,서귀포시,,,서귀포시과외,서귀포시과외,https://studynavi.co.kr/제주과외/서귀포시과외/,"서귀포시과외 안내 페이지입니다. 지역 학습환경, 공부 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",서귀포시과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\충남과외\계룡시과외\index.html,충남과외/계룡시과외/index.html,https://studynavi.co.kr/충남과외/계룡시과외/,region,충청남도,계룡시,,,계룡시,,,계룡시과외,계룡시과외,https://studynavi.co.kr/충남과외/계룡시과외/,"계룡시과외 안내 페이지입니다. 지역 학습환경, 공부 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",계룡시과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\충북과외\단양군과외\index.html,충북과외/단양군과외/index.html,https://studynavi.co.kr/충북과외/단양군과외/,region,충청북도,단양군,,,단양군,,,단양군과외,단양군과외,https://studynavi.co.kr/충북과외/단양군과외/,"단양군과외 안내 페이지입니다. 지역 학습환경, 공부 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",단양군과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\강원과외\강릉시과외\강릉시교동과외\index.html,강원과외/강릉시과외/강릉시교동과외/index.html,https://studynavi.co.kr/강원과외/강릉시과외/강릉시교동과외/,region,강원특별자치도,강릉시,강릉시교동,,강릉시교동,,,강릉시교동과외,강릉시교동과외,https://studynavi.co.kr/강원과외/강릉시과외/강릉시교동과외/,"강릉시교동과외 안내 페이지입니다. 지역 학습환경, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",강릉시교동과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\경기과외\경기수학과외\index.html,경기과외/경기수학과외/index.html,https://studynavi.co.kr/경기과외/경기수학과외/,region,경기도,경기수학,,,경기수학,,,경기수학과외,경기수학과외,https://studynavi.co.kr/경기과외/경기수학과외/,"경기수학과외 안내 페이지입니다. 지역 학습환경, 실제 학습 사례, 학습 체크리스트, FAQ를 확인하세요.",경기수학과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\경남과외\거제시과외\거제시수학과외\index.html,경남과외/거제시과외/거제시수학과외/index.html,https://studynavi.co.kr/경남과외/거제시과외/거제시수학과외/,region,경상남도,거제시,거제시수학,,거제시수학,,,거제시수학과외,거제시수학과외,https://studynavi.co.kr/경남과외/거제시과외/거제시수학과외/,"거제시수학과외 안내입니다. 경남 거제시 학습환경, 과목 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",거제시수학과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\경북과외\경북수학과외\index.html,경북과외/경북수학과외/index.html,https://studynavi.co.kr/경북과외/경북수학과외/,region,경상북도,경북수학,,,경북수학,,,경북수학과외,경북수학과외,https://studynavi.co.kr/경북과외/경북수학과외/,"경북수학과외 안내 페이지입니다. 지역 학습환경, 실제 학습 사례, 학습 체크리스트, FAQ를 확인하세요.",경북수학과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\광주과외\광산구과외\광산구수학과외\index.html,광주과외/광산구과외/광산구수학과외/index.html,https://studynavi.co.kr/광주과외/광산구과외/광산구수학과외/,region,광주광역시,광산구,광산구수학,,광산구수학,,,광산구수학과외,광산구수학과외,https://studynavi.co.kr/광주과외/광산구과외/광산구수학과외/,"광산구수학과외 안내입니다. 광주 광산구 학습환경, 과목 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",광산구수학과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\대구과외\남구과외\남구수학과외\index.html,대구과외/남구과외/남구수학과외/index.html,https://studynavi.co.kr/대구과외/남구과외/남구수학과외/,region,대구광역시,남구,남구수학,,남구수학,,,남구수학과외,남구수학과외,https://studynavi.co.kr/대구과외/남구과외/남구수학과외/,"남구수학과외 안내입니다. 대구 남구 학습환경, 과목 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",남구수학과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\대전과외\대덕구과외\대덕구수학과외\index.html,대전과외/대덕구과외/대덕구수학과외/index.html,https://studynavi.co.kr/대전과외/대덕구과외/대덕구수학과외/,region,대전광역시,대덕구,대덕구수학,,대덕구수학,,,대덕구수학과외,대덕구수학과외,https://studynavi.co.kr/대전과외/대덕구과외/대덕구수학과외/,"대덕구수학과외 안내입니다. 대전 대덕구 학습환경, 과목 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",대덕구수학과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\부산과외\강서구과외\강동동과외\index.html,부산과외/강서구과외/강동동과외/index.html,https://studynavi.co.kr/부산과외/강서구과외/강동동과외/,region,부산광역시,강서구,강동동,,강동동,,,강동동과외,강동동과외,https://studynavi.co.kr/부산과외/강서구과외/강동동과외/,"강동동과외 안내입니다. 부산 강서구 강동동 지역 학습환경, 공부 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",강동동과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\강남구수학과외\index.html,서울과외/강남구과외/강남구수학과외/index.html,https://studynavi.co.kr/서울과외/강남구과외/강남구수학과외/,region,서울특별시,강남구,강남구수학,,강남구수학,,,강남구수학과외,강남구수학과외,https://studynavi.co.kr/서울과외/강남구과외/강남구수학과외/,"강남구수학과외 안내입니다. 서울 강남구 학습환경, 과목 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",강남구수학과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\세종과외\세종수학과외\index.html,세종과외/세종수학과외/index.html,https://studynavi.co.kr/세종과외/세종수학과외/,region,세종특별자치시,세종수학,,,세종수학,,,세종수학과외,세종수학과외,https://studynavi.co.kr/세종과외/세종수학과외/,"세종수학과외 안내 페이지입니다. 지역 학습환경, 실제 학습 사례, 학습 체크리스트, FAQ를 확인하세요.",세종수학과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\울산과외\남구과외\남구수학과외\index.html,울산과외/남구과외/남구수학과외/index.html,https://studynavi.co.kr/울산과외/남구과외/남구수학과외/,region,울산광역시,남구,남구수학,,남구수학,,,남구수학과외,남구수학과외,https://studynavi.co.kr/울산과외/남구과외/남구수학과외/,"남구수학과외 안내입니다. 울산 남구 학습환경, 과목 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",남구수학과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\인천과외\강화군과외\강화군수학과외\index.html,인천과외/강화군과외/강화군수학과외/index.html,https://studynavi.co.kr/인천과외/강화군과외/강화군수학과외/,region,인천광역시,강화군,강화군수학,,강화군수학,,,강화군수학과외,강화군수학과외,https://studynavi.co.kr/인천과외/강화군과외/강화군수학과외/,"강화군수학과외 안내입니다. 인천 강화군 학습환경, 과목 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",강화군수학과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\전남과외\강진군과외\강진군수학과외\index.html,전남과외/강진군과외/강진군수학과외/index.html,https://studynavi.co.kr/전남과외/강진군과외/강진군수학과외/,region,전라남도,강진군,강진군수학,,강진군수학,,,강진군수학과외,강진군수학과외,https://studynavi.co.kr/전남과외/강진군과외/강진군수학과외/,"강진군수학과외 안내입니다. 전남 강진군 학습환경, 과목 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",강진군수학과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\전북과외\고창군과외\고창군수학과외\index.html,전북과외/고창군과외/고창군수학과외/index.html,https://studynavi.co.kr/전북과외/고창군과외/고창군수학과외/,region,전북특별자치도,고창군,고창군수학,,고창군수학,,,고창군수학과외,고창군수학과외,https://studynavi.co.kr/전북과외/고창군과외/고창군수학과외/,"고창군수학과외 안내입니다. 전북 고창군 학습환경, 과목 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",고창군수학과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\제주과외\서귀포시과외\강정동과외\index.html,제주과외/서귀포시과외/강정동과외/index.html,https://studynavi.co.kr/제주과외/서귀포시과외/강정동과외/,region,제주특별자치도,서귀포시,강정동,,강정동,,,강정동과외,강정동과외,https://studynavi.co.kr/제주과외/서귀포시과외/강정동과외/,"강정동과외 안내입니다. 제주 서귀포시 강정동 지역 학습환경, 공부 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",강정동과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\충남과외\계룡시과외\계룡시수학과외\index.html,충남과외/계룡시과외/계룡시수학과외/index.html,https://studynavi.co.kr/충남과외/계룡시과외/계룡시수학과외/,region,충청남도,계룡시,계룡시수학,,계룡시수학,,,계룡시수학과외,계룡시수학과외,https://studynavi.co.kr/충남과외/계룡시과외/계룡시수학과외/,"계룡시수학과외 안내입니다. 충남 계룡시 학습환경, 과목 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",계룡시수학과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\충북과외\단양군과외\단양군수학과외\index.html,충북과외/단양군과외/단양군수학과외/index.html,https://studynavi.co.kr/충북과외/단양군과외/단양군수학과외/,region,충청북도,단양군,단양군수학,,단양군수학,,,단양군수학과외,단양군수학과외,https://studynavi.co.kr/충북과외/단양군과외/단양군수학과외/,"단양군수학과외 안내입니다. 충북 단양군 학습환경, 과목 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",단양군수학과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\강원과외\강릉시과외\강릉시수학과외\index.html,강원과외/강릉시과외/강릉시수학과외/index.html,https://studynavi.co.kr/강원과외/강릉시과외/강릉시수학과외/,region,강원특별자치도,강릉시,강릉시수학,,강릉시수학,,,강릉시수학과외,강릉시수학과외,https://studynavi.co.kr/강원과외/강릉시과외/강릉시수학과외/,"강릉시수학과외 안내입니다. 강원 강릉시 학습환경, 과목 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",강릉시수학과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\경기과외\경기수학과외\경기고등수학과외\index.html,경기과외/경기수학과외/경기고등수학과외/index.html,https://studynavi.co.kr/경기과외/경기수학과외/경기고등수학과외/,region,경기도,경기수학,경기고등수학,,경기고등수학,,,경기고등수학과외,경기고등수학과외,https://studynavi.co.kr/경기과외/경기수학과외/경기고등수학과외/,"경기고등수학과외 안내 페이지입니다. 지역 학습환경, 실제 학습 사례, 학습 체크리스트, FAQ를 확인하세요.",경기고등수학과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\경남과외\거제시과외\거제시영어과외\index.html,경남과외/거제시과외/거제시영어과외/index.html,https://studynavi.co.kr/경남과외/거제시과외/거제시영어과외/,region,경상남도,거제시,거제시영어,,거제시영어,,,거제시영어과외,거제시영어과외,https://studynavi.co.kr/경남과외/거제시과외/거제시영어과외/,"거제시영어과외 안내입니다. 경남 거제시 학습환경, 과목 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",거제시영어과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\경북과외\경북수학과외\경북고등수학과외\index.html,경북과외/경북수학과외/경북고등수학과외/index.html,https://studynavi.co.kr/경북과외/경북수학과외/경북고등수학과외/,region,경상북도,경북수학,경북고등수학,,경북고등수학,,,경북고등수학과외,경북고등수학과외,https://studynavi.co.kr/경북과외/경북수학과외/경북고등수학과외/,"경북고등수학과외 안내 페이지입니다. 지역 학습환경, 실제 학습 사례, 학습 체크리스트, FAQ를 확인하세요.",경북고등수학과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\광주과외\광산구과외\광산구영어과외\index.html,광주과외/광산구과외/광산구영어과외/index.html,https://studynavi.co.kr/광주과외/광산구과외/광산구영어과외/,region,광주광역시,광산구,광산구영어,,광산구영어,,,광산구영어과외,광산구영어과외,https://studynavi.co.kr/광주과외/광산구과외/광산구영어과외/,"광산구영어과외 안내입니다. 광주 광산구 학습환경, 과목 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",광산구영어과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\대구과외\남구과외\남구영어과외\index.html,대구과외/남구과외/남구영어과외/index.html,https://studynavi.co.kr/대구과외/남구과외/남구영어과외/,region,대구광역시,남구,남구영어,,남구영어,,,남구영어과외,남구영어과외,https://studynavi.co.kr/대구과외/남구과외/남구영어과외/,"남구영어과외 안내입니다. 대구 남구 학습환경, 과목 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",남구영어과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\대전과외\대덕구과외\대덕구영어과외\index.html,대전과외/대덕구과외/대덕구영어과외/index.html,https://studynavi.co.kr/대전과외/대덕구과외/대덕구영어과외/,region,대전광역시,대덕구,대덕구영어,,대덕구영어,,,대덕구영어과외,대덕구영어과외,https://studynavi.co.kr/대전과외/대덕구과외/대덕구영어과외/,"대덕구영어과외 안내입니다. 대전 대덕구 학습환경, 과목 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",대덕구영어과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\부산과외\강서구과외\강서구수학과외\index.html,부산과외/강서구과외/강서구수학과외/index.html,https://studynavi.co.kr/부산과외/강서구과외/강서구수학과외/,region,부산광역시,강서구,강서구수학,,강서구수학,,,강서구수학과외,강서구수학과외,https://studynavi.co.kr/부산과외/강서구과외/강서구수학과외/,"강서구수학과외 안내입니다. 부산 강서구 학습환경, 과목 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",강서구수학과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\강남구신사동과외\index.html,서울과외/강남구과외/강남구신사동과외/index.html,https://studynavi.co.kr/서울과외/강남구과외/강남구신사동과외/,region,서울특별시,강남구,강남구신사동,,강남구신사동,,,강남구신사동과외,강남구신사동과외,https://studynavi.co.kr/서울과외/강남구과외/강남구신사동과외/,"강남구신사동과외 안내입니다. 서울 강남구 강남구신사동 지역 학습환경, 공부 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",강남구신사동과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\세종과외\세종수학과외\세종고등수학과외\index.html,세종과외/세종수학과외/세종고등수학과외/index.html,https://studynavi.co.kr/세종과외/세종수학과외/세종고등수학과외/,region,세종특별자치시,세종수학,세종고등수학,,세종고등수학,,,세종고등수학과외,세종고등수학과외,https://studynavi.co.kr/세종과외/세종수학과외/세종고등수학과외/,"세종고등수학과외 안내 페이지입니다. 지역 학습환경, 실제 학습 사례, 학습 체크리스트, FAQ를 확인하세요.",세종고등수학과외,high,true,정상,
C:\Users\user\Documents\GitHub\studynavi\울산과외\남구과외\남구영어과외\index.html,울산과외/남구과외/남구영어과외/index.html,https://studynavi.co.kr/울산과외/남구과외/남구영어과외/,region,울산광역시,남구,남구영어,,남구영어,,,남구영어과외,남구영어과외,https://studynavi.co.kr/울산과외/남구과외/남구영어과외/,"남구영어과외 안내입니다. 울산 남구 학습환경, 과목 전략, 실제 학습 사례, 학습 체크리스트와 FAQ를 확인하세요.",남구영어과외,high,true,정상,
